cd_pleito,nu_processo_sei,nm_pleito,sg_pleito,nm_proponente,de_tipo_operacao,de_fase,de_fonte,sg_fonte,nm_moeda,vl_financiamento_dolar,vl_contrapartida_dolar,de_esfera,nm_regiao,nm_uf,sg_uf,dt_ultimo_recebimento,dt_primeira_cofiex,dt_validade_recomendacao,dt_reuniao_negociacao,dt_publicacao_dou,dt_assinatura,dt_ultimo_desembolso_original,dt_ultimo_desembolso_vigente,nu_operacao,de_tipo_operacao_padronizado,de_fase_padronizado,de_esfera_padronizado,nm_regiao_padronizado,sg_uf_padronizado,sg_fonte_padronizado,flag_sem_fonte,flag_sem_financiamento,flag_sem_contrapartida,flag_sem_primeira_cofiex,flag_sem_assinatura,dt_ultimo_recebimento_original,dt_primeira_cofiex_original,dt_validade_recomendacao_original,dt_reuniao_negociacao_original,dt_publicacao_dou_original,dt_assinatura_original,dt_ultimo_desembolso_original_original,dt_ultimo_desembolso_vigente_original,flag_data_extrema,flag_financiamento_nulo_zero,flag_contrapartida_maior_financiamento,flag_outlier_financeiro,nm_moeda_padronizado,de_fonte_padronizado,flag_recebimento_placeholder,flag_data_sentinela,ano_recebimento,ano_primeira_cofiex,ano_assinatura,valor_total_dolar,percentual_contrapartida,prazo_recebimento_cofiex,prazo_cofiex_assinatura,prazo_assinatura_desembolso,flag_valor_negativo,flag_financiamento_zero,flag_contrapartida_zero,flag_cronologia_invalida,flag_cd_pleito_repetido,qtd_ocorrencias_cd_pleito,flag_nu_operacao_repetida
1264789166/2025,03101.001019/2025-90,"Programa de conservação, recuperação ambiental e adaptação climática na Região Metropolitana do Estado do Amapá - Amaparque",Amaparque,Estado do Amapá,Operação de crédito externo,Aprovado,Corporação Andina de Fomento - CAF,CAF,Dólar,60000000.0,15000000.0,Estadual,Norte,Amapá,AP,2026-01-15,2026-03-20,2027-10-01,,,,,,,Operação de crédito externo,Aprovado,Estadual,Norte,AP,CAF,False,False,False,False,True,2026-01-15,2026-03-20,2027-10-01,,,,,,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2026.0,2026.0,,75000000.0,0.2,64.0,,,False,False,False,False,False,1,False
1333701175/2026,03101.000085/2026-23,Programa Casa Fácil PR - Projeto Valor de Entrada,Valor de Entrada,Estado do Paraná,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Real,228000000.0,57000000.0,Estadual,Sul,Paraná,PR,2026-02-11,2026-03-20,2027-10-01,,,,,,,Operação de crédito externo,Aprovado,Estadual,Sul,PR,BID,False,False,False,False,True,2026-02-11,2026-03-20,2027-10-01,,,,,,False,False,False,False,Real,Banco Interamericano de Desenvolvimento - BID,False,False,2026.0,2026.0,,285000000.0,0.2,37.0,,,False,False,False,False,False,1,False
136872016/2025,03101.001009/2025-54,Projeto de Desenvolvimento Rural Sustentável - Agro Paulista Mais Verde,Agro Paulista Mais Verde,Estado de São Paulo,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,160000000.0,40000000.0,Estadual,Sudeste,São Paulo,SP,2025-05-06,2025-06-18,2027-07-04,,,,,,,Operação de crédito externo,Aprovado,Estadual,Sudeste,SP,BIRD,False,False,False,False,True,2025-05-06,2025-06-18,2027-07-04,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,200000000.0,0.2,43.0,,,False,False,False,False,False,1,False
1628257442/2025,03101.000200/2025-89,Programa BNDES-BIRD de Apoio à Descarbonização das Cadeias Energéticas e Industriais,Programa BNDES-BIRD de Apoio à Descarbonização,Banco Nacional de Desenvolvimento Econômico e Social - BNDES,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/Climate Investment funds - Cif,BIRD/CIF,Dólar,60000000.0,0.0,Federal,Nacional,,,2025-02-24,2025-03-27,2027-04-23,,,,,,,Operação de crédito externo,Aprovado,Federal,Nacional,NAO_INFORMADO,BIRD/CIF,False,False,False,False,True,2025-02-24,2025-03-27,2027-04-23,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/Climate Investment funds - Cif,False,False,2025.0,2025.0,,60000000.0,0.0,31.0,,,False,False,True,False,False,1,False
1634992205/2025,03101.000216/2025-91,Parceria Público-Privada (PPP) dos Sistemas de Travessias Hídricas do Estado de São Paulo,PPP Travessias,Estado de São Paulo,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,100000000.0,0.0,Estadual,Sudeste,São Paulo,SP,2025-02-24,2025-03-27,2027-04-23,,,,,,,Operação de crédito externo,Aprovado,Estadual,Sudeste,SP,BIRD,False,False,False,False,True,2025-02-24,2025-03-27,2027-04-23,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,100000000.0,0.0,31.0,,,False,False,True,False,False,1,False
1669197029/2025,03101.001932/2025-96,PróInvestimento – Fundo Estratégico do Paraná,PróInvestimento,Estado do Paraná,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,100000000.0,50000000.0,Estadual,Sul,Paraná,PR,2025-08-07,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Estadual,Sul,PR,BID,False,False,False,False,True,2025-08-07,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,150000000.0,0.3333333333333333,42.0,,,False,False,False,False,False,1,False
1711933547/2025,03101.002030/2025-77,Programa de Inclusão Educacional de Estudantes Migrantes no Município de Joinville,PIEEM - Joinville,Município de Joinville,Contribuição financeira não reembolsável,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,4000000.0,0.0,Municipal,Sul,Santa Catarina,SC,2025-07-18,2025-01-01,2027-08-29,,,,,,,Contribuição financeira não reembolsável,Aprovado,Municipal,Sul,SC,BID,False,False,False,False,True,2025-07-18,2025-01-01,2027-08-29,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,4000000.0,0.0,-198.0,,,False,False,True,True,False,1,False
176200631/2025,03101.000240/2025-21,PROGRAMA DE DESENVOLVIMENTO URBANO NO MUNICÍPIO DE PETROLINA - PE,"PETROLINA, CRESCER MAIS",Município de Petrolina,Operação de crédito externo,Aprovado,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,20000000.0,5000000.0,Municipal,Nordeste,Pernambuco,PE,2025-02-25,2025-03-27,2027-04-23,,,,,,,Operação de crédito externo,Aprovado,Municipal,Nordeste,PE,FONPLATA,False,False,False,False,True,2025-02-25,2025-03-27,2027-04-23,,,,,,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2025.0,2025.0,,25000000.0,0.2,30.0,,,False,False,False,False,True,2,False
176200631/2025,03101.000240/2025-21,PROGRAMA DE DESENVOLVIMENTO URBANO NO MUNICÍPIO DE PETROLINA - PE,"PETROLINA, CRESCER MAIS",Município de Petrolina,Operação de crédito externo,Aprovado,Fundo da Organização dos Países Exportadores de Petróleo,Fundo OPEP,Dólar,60000000.0,15000000.0,Municipal,Nordeste,Pernambuco,PE,2025-02-25,2025-03-27,2027-04-23,,,,,,,Operação de crédito externo,Aprovado,Municipal,Nordeste,PE,FUNDO OPEP,False,False,False,False,True,2025-02-25,2025-03-27,2027-04-23,,,,,,False,False,False,False,Dólar,Fundo da Organização dos Países Exportadores de Petróleo,False,False,2025.0,2025.0,,75000000.0,0.2,30.0,,,False,False,False,False,True,2,False
1877536526/2025,03101.001944/2025-11,Programa Simões Filho 100 – Desenvolvimento Urbano Integrado,Simões Filho 100,Município de Simões Filho,Operação de crédito externo,Aprovado,Corporação Andina de Fomento - CAF,CAF,Dólar,75000000.0,18750000.0,Municipal,Nordeste,Bahia,BA,2025-08-07,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Municipal,Nordeste,BA,CAF,False,False,False,False,True,2025-08-07,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2025.0,2025.0,,93750000.0,0.2,42.0,,,False,False,False,False,False,1,False
1943105475/2025,03101.001942/2025-21,Parque Tecnológico de Brasília – BIOTIC: Infraestrutura para Inovação e Sustentabilidade,BIOTIC-Inova,BIOTIC S.A.,Operação de crédito externo,Aprovado,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,55000000.0,0.0,Estadual,Centro-Oeste,Distrito Federal,DF,2025-08-08,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Estadual,Centro-Oeste,DF,FONPLATA,False,False,False,False,True,2025-08-08,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2025.0,2025.0,,55000000.0,0.0,41.0,,,False,False,True,False,True,2,False
1943105475/2025,03101.001942/2025-21,Parque Tecnológico de Brasília – BIOTIC: Infraestrutura para Inovação e Sustentabilidade,BIOTIC-Inova,BIOTIC S.A.,Operação de crédito externo,Aprovado,Fundo da Organização dos Países Exportadores de Petróleo,Fundo OPEP,Dólar,60000000.0,0.0,Estadual,Centro-Oeste,Distrito Federal,DF,2025-08-08,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Estadual,Centro-Oeste,DF,FUNDO OPEP,False,False,False,False,True,2025-08-08,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Fundo da Organização dos Países Exportadores de Petróleo,False,False,2025.0,2025.0,,60000000.0,0.0,41.0,,,False,False,True,False,True,2,False
1984334362/2025,03101.001718/2025-30,Preparação do Projeto Progestão - AM,PPGs - Progestão AM,Estado do Amazonas,Contribuição financeira não reembolsável,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,250000.0,0.0,Estadual,Norte,Amazonas,AM,2025-06-23,2025-01-01,2027-08-08,,,,,,,Contribuição financeira não reembolsável,Aprovado,Estadual,Norte,AM,BIRD,False,False,False,False,True,2025-06-23,2025-01-01,2027-08-08,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,250000.0,0.0,-173.0,,,False,False,True,True,False,1,False
2059210710/2025,03101.002856/2025-36,PROJETO NATAL INTEGRA – DESENVOLVIMENTO SOCIAL E ECONÔMICO INTEGRADO DO MUNICÍPIO DE NATAL,PROJETO NATAL INTEGRA,Município de Natal,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,19159444.12,15730860.0,Municipal,Nordeste,Rio Grande do Norte,RN,2025-10-28,2025-12-11,2027-12-22,,,,,,,Operação de crédito externo,Aprovado,Municipal,Nordeste,RN,BIRD,False,False,False,False,True,2025-10-28,2025-12-11,2027-12-22,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,34890304.120000005,0.4508662333780769,44.0,,,False,False,False,False,False,1,False
2089263387/2024,03101.000221/2025-02,Programa para Financiamento da Infraestrutura Sustentável para Adaptação e Mitigação Climática,PFISAMC,CAIXA ECONOMICA FEDERAL,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,250000000.0,0.0,Federal,Nacional,,,2025-02-24,2025-03-27,2027-04-23,,,,,,,Operação de crédito externo,Aprovado,Federal,Nacional,NAO_INFORMADO,BID,False,False,False,False,True,2025-02-24,2025-03-27,2027-04-23,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,250000000.0,0.0,31.0,,,False,False,True,False,False,1,False
2122866113/2025,03101.001941/2025-87,Implantação e Expansão da PPP Linha 6 - Laranja do Metrô de São Paulo,PPP Linha 6 - Laranja,Estado de São Paulo,Operação de crédito externo,Aprovado,Banco Europeu de Investimento - BEI,BEI,Euro,175000000.0,60622686.98,Estadual,Sudeste,São Paulo,SP,2025-10-30,2025-12-11,2027-12-22,,,,,,,Operação de crédito externo,Aprovado,Estadual,Sudeste,SP,BEI,False,False,False,False,True,2025-10-30,2025-12-11,2027-12-22,,,,,,False,False,False,False,Euro,Banco Europeu de Investimento - BEI,False,False,2025.0,2025.0,,235622686.98,0.2572871388447655,42.0,,,False,False,False,False,False,1,False
2289026039/2025,03101.001922/2025-51,Programa de Financiamento à Inovação Aberta do Nordeste,Nordeste Inova,Banco do Nordeste do Brasil S/A,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,40000000.0,0.0,Federal,Nacional,,,2025-08-08,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Federal,Nacional,NAO_INFORMADO,BID,False,False,False,False,True,2025-08-08,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,40000000.0,0.0,41.0,,,False,False,True,False,False,1,False
2364216778/2025,03101.002830/2025-98,Programa Três Lagoas Cada Dia Melhor,TL+,Município de Três Lagoas,Operação de crédito externo,Aprovado,Corporação Andina de Fomento - CAF,CAF,Dólar,30400000.0,7600000.0,Municipal,Centro-Oeste,Mato Grosso do Sul,MS,2025-10-29,2025-12-11,2027-12-22,,,,,,,Operação de crédito externo,Aprovado,Municipal,Centro-Oeste,MS,CAF,False,False,False,False,True,2025-10-29,2025-12-11,2027-12-22,,,,,,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2025.0,2025.0,,38000000.0,0.2,43.0,,,False,False,False,False,False,1,False
2400113215/2025,03101.001104/2025-58,"Desenho, avaliação e dimensionamento de inovações sociais baseadas em evidências para aprimoramento do custo-efetividade das políticas públicas.",Desigual Lab,Município de Fortaleza,Contribuição financeira não reembolsável,Aprovado,Agência Francesa de Desenvolvimento - AFD,AFD,Euro,575880.28,0.0,Municipal,Nordeste,Ceará,CE,2025-04-24,2025-01-01,2027-06-06,,,,,,,Contribuição financeira não reembolsável,Aprovado,Municipal,Nordeste,CE,AFD,False,False,False,False,True,2025-04-24,2025-01-01,2027-06-06,,,,,,False,False,False,False,Euro,Agência Francesa de Desenvolvimento - AFD,False,False,2025.0,2025.0,,575880.28,0.0,-113.0,,,False,False,True,True,False,1,False
2415481077/2025,03101.001913/2025-60,Programa de Financiamento de Obras de Infraestrutura de Gurupi – TO,PROFIN-GURUPI,Município de Gurupi,Operação de crédito externo,Aprovado,Corporação Andina de Fomento - CAF,CAF,Dólar,50000000.0,12500000.0,Municipal,Norte,Tocantins,TO,2025-08-08,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Municipal,Norte,TO,CAF,False,False,False,False,True,2025-08-08,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2025.0,2025.0,,62500000.0,0.2,41.0,,,False,False,False,False,False,1,False
2511245710/2025,03101.002852/2025-58,Programa de Infraestrutura Urbana e Desenvolvimento Socioambiental de Jequié - Avançar Jequié,Avançar Jequié,Município de Jequié,Operação de crédito externo,Aprovado,Corporação Andina de Fomento - CAF,CAF,Dólar,32500000.0,8125000.0,Municipal,Nordeste,Bahia,BA,2025-11-05,2025-12-11,2027-12-22,,,,,,,Operação de crédito externo,Aprovado,Municipal,Nordeste,BA,CAF,False,False,False,False,True,2025-11-05,2025-12-11,2027-12-22,,,,,,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2025.0,2025.0,,40625000.0,0.2,36.0,,,False,False,False,False,False,1,False
255673713/2025,03101.001032/2025-49,Programa de Promoção da Produção de Empreendimentos Habitacionais com Certificação Ambiental,ECOHAB BRASIL – Programa de Habitação Sustentável e Certificada,CAIXA ECONOMICA FEDERAL,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,200000000.0,0.0,Federal,Nacional,,,2025-05-07,2025-06-18,2027-07-04,,,,,,,Operação de crédito externo,Aprovado,Federal,Nacional,NAO_INFORMADO,BIRD,False,False,False,False,True,2025-05-07,2025-06-18,2027-07-04,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,200000000.0,0.0,42.0,,,False,False,True,False,False,1,False
2592190288/2025,03101.001795/2025-90,Project Preparation in relation to: Strengthening Social Assistance Delivery System in the Municipality of São Paulo,GFR 47485,Município de São Paulo,Contribuição financeira não reembolsável,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,900000.0,0.0,Municipal,Sudeste,São Paulo,SP,2025-07-29,2025-01-01,2027-08-29,,,,,,,Contribuição financeira não reembolsável,Aprovado,Municipal,Sudeste,SP,BIRD,False,False,False,False,True,2025-07-29,2025-01-01,2027-08-29,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,900000.0,0.0,-209.0,,,False,False,True,True,False,1,False
2823587934/2025,03101.001682/2025-94,Apoio à preparação dos Projetos de (i) Bioeconomia e Desenvolvimento Regional Sustentável e do (ii) Programa Integrado de Segurança Hídrica para o Nordeste,GFPP-MIDR,Ministério da Integração e do Desenvolvimento Regional,Contribuição financeira não reembolsável,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,2000000.0,0.0,Federal,Nacional,,,2025-06-16,2025-01-01,2027-08-07,,,,,,,Contribuição financeira não reembolsável,Aprovado,Federal,Nacional,NAO_INFORMADO,BIRD,False,False,False,False,True,2025-06-16,2025-01-01,2027-08-07,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,2000000.0,0.0,-166.0,,,False,False,True,True,False,1,False
2872607461/2025,03101.000977/2025-43,– Programa de Apoio à Gestão e Integração dos Fiscos no Brasil - PROFISCO III - SP,PROFISCO III - SP,Estado de São Paulo,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Real,131025000.0,13102500.0,Estadual,Sudeste,São Paulo,SP,2025-05-05,2025-06-18,2027-07-04,,,,,,,Operação de crédito externo,Aprovado,Estadual,Sudeste,SP,BID,False,False,False,False,True,2025-05-05,2025-06-18,2027-07-04,,,,,,False,False,False,False,Real,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,144127500.0,0.0909090909090909,44.0,,,False,False,False,False,False,1,False
3059847170/2025,03101.001947/2025-54,Parceria Publico-Privada do Hospital Regional de Mato Grosso do Sul,PPP HRMS,Estado de Mato Grosso do Sul,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,80000000.0,0.0,Estadual,Centro-Oeste,Mato Grosso do Sul,MS,2025-08-12,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Estadual,Centro-Oeste,MS,BID,False,False,False,False,True,2025-08-12,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,80000000.0,0.0,37.0,,,False,False,True,False,False,1,False
3090938102/2025,03101.001007/2025-65,Parceria Público-Privada (PPP) dos Sistemas de Travessias Hídricas do Estado de São Paulo - Terminal de São Sebastião,PPP Travessias - S. Sebastião,Estado de São Paulo,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,75000000.0,0.0,Estadual,Sudeste,São Paulo,SP,2025-05-06,2025-06-18,2027-07-04,,,,,,,Operação de crédito externo,Aprovado,Estadual,Sudeste,SP,BIRD,False,False,False,False,True,2025-05-06,2025-06-18,2027-07-04,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,75000000.0,0.0,43.0,,,False,False,True,False,False,1,False
3511351018/2025,03101.000222/2025-49,Programa BNDES-BIRD de Apoio ao Arco da Restauração,Programa BNDES-BIRD de Apoio ao Arco da Restauração,Banco Nacional de Desenvolvimento Econômico e Social - BNDES,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,100000000.0,100000000.0,Federal,Nacional,,,2025-02-25,2025-03-27,2027-04-23,,,,,,,Operação de crédito externo,Aprovado,Federal,Nacional,NAO_INFORMADO,BIRD,False,False,False,False,True,2025-02-25,2025-03-27,2027-04-23,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,200000000.0,0.5,30.0,,,False,False,False,False,True,2,False
3511351018/2025,03101.000222/2025-49,Programa BNDES-BIRD de Apoio ao Arco da Restauração,Programa BNDES-BIRD de Apoio ao Arco da Restauração,Banco Nacional de Desenvolvimento Econômico e Social - BNDES,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/Climate Investment funds - Cif,BIRD/CIF,Dólar,47000000.0,0.0,Federal,Nacional,,,2025-02-25,2025-03-27,2027-04-23,,,,,,,Operação de crédito externo,Aprovado,Federal,Nacional,NAO_INFORMADO,BIRD/CIF,False,False,False,False,True,2025-02-25,2025-03-27,2027-04-23,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/Climate Investment funds - Cif,False,False,2025.0,2025.0,,47000000.0,0.0,30.0,,,False,False,True,False,True,2,False
3777117588/2025,03101.000217/2025-36,Educação Que Transforma: Ampliação e Melhoria da Educação de Joinville,EQT - Joinville,Município de Joinville,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,99200000.0,24800000.0,Municipal,Sul,Santa Catarina,SC,2025-02-25,2025-03-27,2027-04-23,,,,,,,Operação de crédito externo,Aprovado,Municipal,Sul,SC,BID,False,False,False,False,True,2025-02-25,2025-03-27,2027-04-23,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,124000000.0,0.2,30.0,,,False,False,False,False,False,1,False
3814936734/2025,03101.001917/2025-48,"Projeto de Modernização do Ministério Público de Pernambuco (Projeto de Modernização e Fortalecimento Institucional do Ministério Público, para o Combate ao Crime Organizado e a Sustentabilidade Ambiental)",PRO-MPPE,Estado de Pernambuco,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,20000000.0,5000000.0,Estadual,Nordeste,Pernambuco,PE,2025-08-07,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Estadual,Nordeste,PE,BID,False,False,False,False,True,2025-08-07,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,25000000.0,0.2,42.0,,,False,False,False,False,False,1,False
3852640862/2025,03101.000989/2025-78,Programa de Desenvolvimento Urbano Sustentável - Vida Nova no Morro Niterói/RJ,PVNM,Município de Niterói,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,117128800.0,29282200.0,Municipal,Sudeste,Rio de Janeiro,RJ,2025-05-07,2025-06-18,2027-07-04,,,,,,,Operação de crédito externo,Aprovado,Municipal,Sudeste,RJ,BID,False,False,False,False,True,2025-05-07,2025-06-18,2027-07-04,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,146411000.0,0.2,42.0,,,False,False,False,False,False,1,False
4106356693/2025,03101.002858/2025-25,Programa de Financiamento da Modernização da Infraestrutura de Televisão Aberta Brasileira para Inclusão Digital,Brasil Mais TV 3.0,Ministério das Comunicações,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,250000000.0,0.0,Federal,Nacional,,,2025-11-04,2025-12-11,2027-12-22,,,,,,,Operação de crédito externo,Aprovado,Federal,Nacional,NAO_INFORMADO,BID,False,False,False,False,True,2025-11-04,2025-12-11,2027-12-22,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,250000000.0,0.0,37.0,,,False,False,True,False,True,2,False
4106356693/2025,03101.002858/2025-25,Programa de Financiamento da Modernização da Infraestrutura de Televisão Aberta Brasileira para Inclusão Digital,Brasil Mais TV 3.0,Ministério das Comunicações,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,250000000.0,0.0,Federal,Nacional,,,2025-11-04,2025-12-11,2027-12-22,,,,,,,Operação de crédito externo,Aprovado,Federal,Nacional,NAO_INFORMADO,BIRD,False,False,False,False,True,2025-11-04,2025-12-11,2027-12-22,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,250000000.0,0.0,37.0,,,False,False,True,False,True,2,False
4219297824/2025,03101.000220/2025-50,Projeto de Evolução do Parque Tecnológico Serpro,PEPTecSerpro+,Serviço Federal de Processamento de Dados (SERPRO),Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,433000000.0,0.0,Federal,Nacional,,,2025-02-25,2025-03-27,2027-04-23,,,,,,,Operação de crédito externo,Aprovado,Federal,Nacional,NAO_INFORMADO,BIRD,False,False,False,False,True,2025-02-25,2025-03-27,2027-04-23,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,433000000.0,0.0,30.0,,,False,False,True,False,False,1,False
442775891/2025,03101.000990/2025-01,"Programa de Resiliência Climática e Desenvolvimento Urbano Integrado na área do Córrego Machado, em Palmas/TO",Palmas mais Resiliente,Município de Palmas,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Real,77837856.0,19459464.0,Municipal,Norte,Tocantins,TO,2025-05-02,2025-06-18,2027-07-04,,,,,,,Operação de crédito externo,Aprovado,Municipal,Norte,TO,BID,False,False,False,False,True,2025-05-02,2025-06-18,2027-07-04,,,,,,False,False,False,False,Real,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,97297320.0,0.2,47.0,,,False,False,False,False,False,1,False
4485307307/2025,03101.002786/2025-16,Projeto Estruturador de Desenvolvimento Sustentável do Jaboatão dos Guararapes,JABOATAO 2030,Município de Jaboatão dos Guararapes/PE,Operação de crédito externo,Aprovado,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,52000000.0,13000000.0,Municipal,Nordeste,Pernambuco,PE,2025-10-29,2025-12-11,2027-12-22,,,,,,,Operação de crédito externo,Aprovado,Municipal,Nordeste,PE,FONPLATA,False,False,False,False,True,2025-10-29,2025-12-11,2027-12-22,,,,,,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2025.0,2025.0,,65000000.0,0.2,43.0,,,False,False,False,False,False,1,False
4713068623/2025,03101.001016/2025-56,Programa de Fortalecimento do SUS no Estado do Piauí,PROSUS PI,Estado do Piauí,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Real,117761280.0,29440320.0,Estadual,Nordeste,Piauí,PI,2025-05-05,2025-06-18,2027-07-04,,,,,,,Operação de crédito externo,Aprovado,Estadual,Nordeste,PI,BID,False,False,False,False,True,2025-05-05,2025-06-18,2027-07-04,,,,,,False,False,False,False,Real,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,147201600.0,0.2,44.0,,,False,False,False,False,False,1,False
