cdCartaConsulta,nmProjeto,sgProjeto,nmSetor,nmSujeito,Regiao,nmUnidadeFederal,nmAbrangenciaNacional,TipoFinanciamento,sgFonte,VlDolar,CpVlDolar,sgMoeda,deFase,dtRecebimento,dtValidadeRecomendacao,dtReuniaoNegociacao,dtAprovDiretoria,dtAprovacaoSenado,nuResolucaoSenado,dtAssinatura,nuoperacao,dtPrimeiraAmortizacao,dtUltimaAmortizacao,dtUltimoDesembolsoOriginal,dtUltimoDesembolsoVigente,ano_recebimento
58641,GERENC.INT.REC.HÍDR.-GERENC. AMB. DESENV.SUST.BACIA RIO QUARAI,BACIA RIO QUARAI,MEIO AMBIENTE,ORGANIZAÇÃO DOS ESTADOS AMERICANOS - OEA,NACIONAL,Distrito Federal,Federal,DOAÇÕES,GEF/PNUMA,25000.0,10000.0,US$,Arquivado,1999-05-14 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1999
58641,GERENC.INT.REC.HÍDR.-GERENC. AMB. DESENV.SUST.BACIA RIO QUARAI,BACIA RIO QUARAI,MEIO AMBIENTE,ORGANIZAÇÃO DOS ESTADOS AMERICANOS - OEA,NACIONAL,Distrito Federal,Federal,DOAÇÕES,OEA,5000.0,10000.0,US$,Arquivado,1999-05-14 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1999
57799,POLIDUTOS,POLIDUTOS,ENERGIA,PETRÓLEO BRASILEIRO S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,260000000.0,0.0,US$,Finalizada,1989-04-03 00:00:00,1900-01-01 00:00:00,1990-10-09,1991-06-26,1992-08-13,,1992-10-26,3376-0,1997-02-01 00:00:00,2007-02-01 00:00:00,1995-12-31 00:00:00,2001-12-31 00:00:00,1989
57947,GASODUTO - GÁS NATURAL BOLÍVIA - BRASIL,GASODUTO,ENERGIA,PETRÓLEO BRASILEIRO S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BEI,60000000.0,871000000.0,US$,Repagamento,1995-04-28 00:00:00,1900-01-01 00:00:00,1997-12-03,1997-12-19,1998-11-04,82/1998,1998-11-23,00,,,2001-12-15 00:00:00,2001-12-15 00:00:00,1995
57947,GASODUTO - GÁS NATURAL BOLÍVIA - BRASIL,GASODUTO,ENERGIA,PETRÓLEO BRASILEIRO S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,240000000.0,871000000.0,US$,Finalizada,1995-04-28 00:00:00,1900-01-01 00:00:00,1997-12-03,1997-12-17,1998-06-19,57/1998,1998-12-15,1077-CO,2001-06-15 00:00:00,2017-06-15 00:00:00,2001-12-15 00:00:00,2001-12-15 00:00:00,1995
57947,GASODUTO - GÁS NATURAL BOLÍVIA - BRASIL,GASODUTO,ENERGIA,PETRÓLEO BRASILEIRO S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,130000000.0,871000000.0,US$,Finalizada,1995-04-28 00:00:00,1900-01-01 00:00:00,1997-12-03,1997-12-18,1998-06-19,58/1998,1998-12-15,4265-0,2001-09-15 00:00:00,2013-09-15 00:00:00,2001-12-15 00:00:00,2001-12-15 00:00:00,1995
57947,GASODUTO - GÁS NATURAL BOLÍVIA - BRASIL,GASODUTO,ENERGIA,PETRÓLEO BRASILEIRO S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,CAF,80000000.0,871000000.0,US$,Repagamento,1995-04-28 00:00:00,1900-01-01 00:00:00,1997-12-03,1997-07-20,1998-06-19,59/1998,1998-11-25,CFX0152,,,2001-12-15 00:00:00,2001-12-15 00:00:00,1995
58029,FERTILIZER II,FERTILIZANTES II,AGRICULTURA,PETRÓLEO BRASILEIRO S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,64000000.0,0.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1977-04-19,,,1977-04-29,1406-0,1981-12-01 00:00:00,,,1983-05-31 00:00:00,1940
58314,UNIDADE HIDROTRATAMENTO DE CORRENTES INST. (HDT) PARA A REFINARIA DO PLANALTO,REFINARIA PLANALTO,ENERGIA,PETRÓLEO BRASILEIRO S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,153700000.0,103300000.0,US$,Arquivado,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1940
60422,"AGRICULTURE BULK TERMINAL AT PORT OF AÇU_X000D_
TERMINAL DE GRÃOS NO PORTO DO AÇU",,,PORTO DO AÇU OPERAÇÕES S.A.,SUDESTE,Estado do Rio de Janeiro,Federal,OUTROS,Ch_Inst,,,R$,Arquivado,2018-05-22 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2018
60422,"AGRICULTURE BULK TERMINAL AT PORT OF AÇU_X000D_
TERMINAL DE GRÃOS NO PORTO DO AÇU",,,PORTO DO AÇU OPERAÇÕES S.A.,SUDESTE,Estado do Rio de Janeiro,Federal,OUTROS,Ch_Inst,,,R$,Arquivado,2018-05-22 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2018
61249,PROGRAMA RECONSTRUÇÃO DA PORTOS RS,Reconstrução Portos RS,LOGÍSTICA E TRANSPORTE,PORTOS RS - AUTORIDADE PORTUÁRIA DOS PORTOS DO RIO GRANDE DO SUL S.A.,SUL,Estado do Rio Grande do Sul,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,AIIB,49000000.0,0.0,US$,Aguardando Cofiex,2024-10-30 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2024
61117,PAVIMENTA CAPÃO DO LEÃO,PAV CAPÃO,,PREFEITURA MUNICIPAL DE CAPÃO DO LEÃO - MS,SUL,Estado do Rio Grande do Sul,Municipal,DOAÇÕES,A Definir,4000000.0,0.0,US$,Arquivado,2024-02-20 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2024
60623,PROJETO DE INFRAESTRUTURA URBANA DE IGUATU,PROINFI/CE,DESENVOLVIMENTO URBANO E MOBILIDADE,PREFEITURA MUNICIPAL DE IGUATU-CE,NORDESTE,Estado do Ceará,Municipal,OPERAÇÃO DE CRÉDITO EXTERNO,CAF,50000000.0,12500000.0,US$,Em execução,2019-08-14 00:00:00,2021-10-14 00:00:00,2020-06-17,2022-01-01,2021-02-26,4/2021,2022-08-23,CFX-3521,2028-02-23 00:00:00,2041-08-23 00:00:00,2027-08-23 00:00:00,2027-08-23 00:00:00,2019
60160,"APOIO À PREPARAÇÃO EM FORMA DE DOAÇÃO AO PROJETO DE MACRODRENAGEM, PROTEÇÃO DE FUNDOS DE VALES E REVITALIZAÇÃO DA ORLA DO RIO PARAUAPEBAS - PROSAP",Doação - PROSAP/Parauapebas/PA,DESENVOLVIMENTO URBANO E MOBILIDADE,PREFEITURA MUNICIPAL DE PARAUAPEBAS - PA,NORTE,Estado do Pará,Municipal,DOAÇÕES,BID/ACQUAFUND,750000.0,0.0,US$,Repagamento,2015-07-14 00:00:00,2018-03-21 00:00:00,,2015-12-10,,,2015-12-10,ATN/OC-15249,,,2017-06-10 00:00:00,2018-02-10 00:00:00,2015
59848,PROGRAMA DE RECUPERAÇÃO E ORDENAMENTO URBANO,PROCIDADES Teresópolis,DESENVOLVIMENTO URBANO E MOBILIDADE,PREFEITURA MUNICIPAL DE TERESÓPOLIS,SUDESTE,Estado do Rio de Janeiro,Municipal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,50000000.0,50000000.0,US$,Arquivado,2011-08-17 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2011
58582,A PARTICIPATORY APPROACH TO MANAGING ENVIRONMENT: AN INPUT TO THE INTER-AMERICAN (GEF-ID 178),PARTICIP. APPROACH,MEIO AMBIENTE,PROGRAMA DAS NAÇÕES UNIDAS PARA A ALIMENTAÇÃO - PNUMA,NACIONAL,Distrito Federal,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF/PNUMA,720000.0,840000.0,US$,Repagamento,1998-12-28 00:00:00,1900-01-01 00:00:00,,1997-11-24,,,,,,,,2000-06-30 00:00:00,1998
58583,CLIMATE AWARENESS PROGRAMME,CLIMATE AWARENESS,MEIO AMBIENTE,PROGRAMA DAS NAÇÕES UNIDAS PARA A ALIMENTAÇÃO - PNUMA,NACIONAL,Distrito Federal,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF/PNUMA,775000.0,0.0,US$,Arquivado,2001-08-24 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2001
58627,REVIEW O EXPERINECES IN ECOTOURISM AND ANALYSIS OF LESSON LEARNED,ECOTOURISMO,MEIO AMBIENTE,PROGRAMA DAS NAÇÕES UNIDAS PARA A ALIMENTAÇÃO - PNUMA,NACIONAL,Distrito Federal,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF,450000.0,200000.0,US$,Arquivado,1990-01-01 23:59:00,1900-01-01 00:00:00,,,,,,,,,,,1990
58713,AVALIAÇÃO DE SUBSTÂNCIAS TÓXICAS: ESTABELECIMENTO DE UMA REDE,SUBSTÂNCIAS TÓXICAS,MEIO AMBIENTE,PROGRAMA DAS NAÇÕES UNIDAS PARA A ALIMENTAÇÃO - PNUMA,NACIONAL,Distrito Federal,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF,4990000.0,0.0,US$,Repagamento,2000-04-11 00:00:00,1900-01-01 00:00:00,,,,,2000-07-24,,,,,2003-09-01 00:00:00,2000
58773,DEVELOPMENT OF A FORESTS CAPITAL INDEX,FOREST CAPITAL INDEX,MEIO AMBIENTE,PROGRAMA DAS NAÇÕES UNIDAS PARA A ALIMENTAÇÃO - PNUMA,NACIONAL,Distrito Federal,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF,25000.0,0.0,US$,Arquivado,2000-03-24 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2000
60127,CAPACITAÇÃO E FORTALECIMENTO INSTITUCIONAL EM ACESSO E REPARTIÇÃO DE BENEFÍCIOS (PROTOCOLO DE NAGOYA),,MEIO AMBIENTE,PROGRAMA DAS NAÇÕES UNIDAS PARA O DESENVOLVIMENTO - PNUD,NACIONAL,Distrito Federal,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF,4401931.0,0.0,US$,Repagamento,2014-01-29 00:00:00,1900-01-01 00:00:00,,2017-05-18,,,2017-11-08,BR-T1304,,,2021-12-31 00:00:00,2022-12-31 00:00:00,2014
59112,INCENTIVOS PARA A INCLUSÃO  DA CONSERVAÇÃO DA BIODIVERSIDADE NA PRODUÇÃO E VENDA DE CAFÉ (FULL SIZED),DOAÇÃO CAFÉ,MEIO AMBIENTE,RAINFOREST ALLIANCE E REDE DE AGRICULTURA SUSTENTÁVEL,NACIONAL,Distrito Federal,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF/PNUD,12640000.0,81613000.0,US$,Repagamento,2004-07-09 00:00:00,1900-01-01 00:00:00,,2006-07-13,,,,,,,2013-09-30 00:00:00,2013-09-30 00:00:00,2004
60511,REFINARIA DO MARANHÃO,,,REFINARIA PETROQUÍMICA BRASIL S.A.,NACIONAL,Estado do Maranhão,Federal,OUTROS,Debt Investment,4000000000.0,0.0,US$,Arquivado,2018-03-20 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2018
60511,REFINARIA DO MARANHÃO,,,REFINARIA PETROQUÍMICA BRASIL S.A.,NACIONAL,Estado do Maranhão,Federal,OUTROS,Equity Investment ,1050000000.0,0.0,US$,Arquivado,2018-03-20 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2018
13072,PROGRAMA DE MODERNIZAÇÃO INTEGRADA DO MINISTÉRIO DA FAZENDA,PMIMF,FORTALECIMENTO INSTITUCIONAL,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,19800000.0,2200000.0,US$,Repagamento,2012-04-16 00:00:00,2014-08-20 00:00:00,2013-12-03,2013-12-19,2013-12-17,64,2014-03-28,3142/OC-BR,2028-11-15 00:00:00,2028-11-15 00:00:00,2019-03-28 00:00:00,2019-03-28 00:00:00,2012
27973,PROGRAMA DE APOIO À MODERNIZAÇÃO DA GESTÃO DO SISTEMA DE PREVIDÊNCIA SOCIAL - PROPREV - SEGUNDA FASE,PROPREV - 2ª  FASE,PREVIDÊNCIA SOCIAL,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,10000000.0,10000000.0,US$,Repagamento,2009-05-12 00:00:00,2012-07-16 00:00:00,2012-08-08,2012-10-10,2012-12-14,60/2012,2013-06-10,2791/OC-BR,2017-05-15 00:00:00,2027-05-15 00:00:00,2018-06-10 00:00:00,2018-06-10 00:00:00,2009
57749,APOIO AO PROGRAMA DE DESENVOLVIMENTO CIENTÍFICO E TECNOLÓGICO FASE II,FINEP II,P & D E INOVAÇÃO,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,160000000.0,0.0,US$,Finalizada,1992-08-05 00:00:00,1900-01-01 00:00:00,1995-08-18,1995-09-21,1996-01-25,03/1996,1996-02-22,0880-CO,2000-08-22 00:00:00,2020-08-22 00:00:00,2000-02-22 00:00:00,2002-02-22 00:00:00,1992
57751,IRRIGACAO PRIVADA NO NORDESTE,IRRIGAÇÃO PRIVADA,SANEAMENTO BÁSICO,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,198300000.0,0.0,US$,Arquivado,1990-07-25 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1990
57758,REFORSUS,DOAÇÃO REFORSUS,SAÚDE,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,DOAÇÕES,WB-JG,750000.0,0.0,US$,Arquivado,1990-01-01 23:59:00,1900-01-01 00:00:00,,,,,,,,,,,1990
57762,FUNDO NACIONAL DE MEIO AMBIENTE - FNMAL,FNMA I,MEIO AMBIENTE,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,22000000.0,8000000.0,US$,Finalizada,1990-01-20 00:00:00,1900-01-01 00:00:00,,1992-03-25,1992-06-16,,1992-07-06,0883-FOE,1999-01-06 00:00:00,2024-01-06 00:00:00,1996-07-06 00:00:00,1998-07-06 00:00:00,1990
57766,MODERNIZAÇÃO DAS COMP. SANEAMENTO,PMSS I,SANEAMENTO BÁSICO,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,250000000.0,0.0,US$,Finalizada,1991-02-25 00:00:00,1900-01-01 00:00:00,1992-01-15,1992-03-10,1992-08-13,,1992-12-09,3442-0,1997-10-01 00:00:00,2012-10-01 00:00:00,1997-12-31 00:00:00,2000-06-30 00:00:00,1991
57771,PLANO AGROPECUÁRIO E FLORESTAL DE RONDONIA - PLANAFLORO,PLANAFLORO,MEIO AMBIENTE,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,167000000.0,31000000.0,US$,Finalizada,1991-06-12 00:00:00,1900-01-01 00:00:00,1991-12-17,1992-03-17,1992-08-11,46/1992,1992-09-19,3444-0,1997-11-15 00:00:00,2011-11-15 00:00:00,1996-12-31 00:00:00,2002-09-30 00:00:00,1991
57772,PROGRAMA DE DESENVOLVIMENTO AGROAMBIENTAL DO ESTADO DO MATO GROSSO MT - PRODEAGRO,PRODEAGRO,MEIO AMBIENTE,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,205000000.0,0.0,US$,Finalizada,1991-06-20 00:00:00,1900-01-01 00:00:00,1992-05-01,1992-06-18,1992-06-25,31/1992,1992-09-16,3492-0,1998-03-15 00:00:00,2013-03-15 00:00:00,1997-12-31 00:00:00,2002-09-30 00:00:00,1991
57776,CONTROLE QUALIDADE ÁGUAS - UNIÃO,PROSAN - UNIÃO,SANEAMENTO BÁSICO,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,9000000.0,0.0,US$,Repagamento,1991-06-26 00:00:00,1900-01-01 00:00:00,1992-06-29,1992-07-02,1993-12-15,,1994-06-28,3503-0,1997-10-15 00:00:00,,1997-06-30 00:00:00,1999-09-30 00:00:00,1991
57777,REABILITAÇÃO E DESCENTRALIZAÇÃO DE RODOVIAS FEDERAIS,DESC. RODOVIAS I,LOGÍSTICA E TRANSPORTE,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,300000000.0,150000000.0,US$,Finalizada,1991-06-25 00:00:00,1900-01-01 00:00:00,1997-08-29,1997-10-01,1998-01-27,34/1998,1998-03-15,1046/CO-BR,2002-09-15 00:00:00,2016-09-15 00:00:00,2002-03-15 00:00:00,2007-03-15 00:00:00,1991
57777,REABILITAÇÃO E DESCENTRALIZAÇÃO DE RODOVIAS FEDERAIS,DESC. RODOVIAS I,LOGÍSTICA E TRANSPORTE,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,300000000.0,150000000.0,US$,Finalizada,1991-06-25 00:00:00,1900-01-01 00:00:00,1997-05-09,1997-06-12,1997-11-04,106/1997,1997-12-10,4188-0,2002-09-15 00:00:00,2012-09-15 00:00:00,2002-12-31 00:00:00,2005-12-17 00:00:00,1991
57779,CAPAC.INSTIT.FED.DE ENS. SUP. DOS HOSP.UNI.E DOS SIST.NAC.CT,INFES-HOSPITAIS,SANEAMENTO BÁSICO,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,0.0,0.0,US$,Arquivado,1992-01-20 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1992
57781,RODOVIAS FERNÃO DIAS I,FERNÃO DIAS I,LOGÍSTICA E TRANSPORTE,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,267000000.0,73300000.0,US$,Finalizada,1991-12-11 00:00:00,1900-01-01 00:00:00,,1993-09-22,1993-10-08,,1993-10-13,0767-CO,2001-03-13 00:00:00,2016-03-13 00:00:00,1997-10-13 00:00:00,2003-12-31 00:00:00,1991
57782,PAV.RIO BRANCO/PORTO V.PMACI,PMACI,MEIO AMBIENTE,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,44000000.0,0.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,1985-03-14,150-CI,1995-11-14 00:00:00,,1991-03-14 00:00:00,1995-05-14 00:00:00,1940
57782,PAV.RIO BRANCO/PORTO V.PMACI,PMACI,MEIO AMBIENTE,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,14500000.0,0.0,US$,Finalizada,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,1985-03-14,0503-CO,1995-11-14 00:00:00,2005-11-14 00:00:00,1991-03-14 00:00:00,1995-05-14 00:00:00,1940
57783,PNMA - PROGRAMA NACIONAL DO MEIO AMBIENTE,PNMA I,MEIO AMBIENTE,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,117000000.0,0.0,US$,Finalizada,1940-01-01 00:00:00,1900-01-01 00:00:00,1989-12-15,1990-02-27,1990-07-04,28/1990,1990-08-16,3173-0,1995-10-15 01:00:00,2010-10-15 01:00:00,1994-06-30 00:00:00,2000-12-31 00:00:00,1940
57783,PNMA - PROGRAMA NACIONAL DO MEIO AMBIENTE,PNMA I,MEIO AMBIENTE,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,KfW,20000000.0,0.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1990-11-12,1992-07-24,43/1992,1992-10-02,,,,1994-06-30 00:00:00,2000-12-31 00:00:00,1940
57784,PROGRAMA DE APOIO AO PEQUENO PRODUTOR RURAL - ALAGOAS,PAPP - AL,AGRICULTURA,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,42000000.0,22000000.0,US$,Finalizada,1940-01-01 00:00:00,1900-01-01 00:00:00,,1987-06-30,,,1987-07-20,2863-0,1991-03-15 00:00:00,2006-03-15 00:00:00,1996-03-31 00:00:00,1996-12-31 00:00:00,1940
57785,PROGRAMA DE APOIO AO PEQUENO PRODUTOR RURAL - MARANHÃO,PAPP - MA,AGRICULTURA,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,84000000.0,36000000.0,US$,Finalizada,1940-01-01 00:00:00,1900-01-01 00:00:00,,1987-06-30,,,1987-07-20,2862-0,1991-03-15 00:00:00,2006-03-15 00:00:00,1996-03-31 00:00:00,1996-12-31 00:00:00,1940
57786,PROGRAMA DE APOIO AO PEQUENO PRODUTOR RURAL - MG,PAPP - MG,AGRICULTURA,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,55000000.0,23571000.0,US$,Finalizada,1940-01-01 00:00:00,1900-01-01 00:00:00,,1987-06-30,,,1987-07-20,2861-0,1991-03-15 00:00:00,2006-03-15 00:00:00,1996-03-31 00:00:00,1996-12-31 00:00:00,1940
57787,PROGRAMA DE APOIO AO PEQUENO PRODUTOR RURAL - PARAÍBA,PAPP - PB,AGRICULTURA,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,60000000.0,25714000.0,US$,Finalizada,1940-01-01 00:00:00,1900-01-01 00:00:00,,1987-06-30,,,1987-07-20,2860-0,1991-03-15 00:00:00,2006-03-15 00:00:00,1996-03-31 00:00:00,1996-12-31 00:00:00,1940
57788,PROGRAMA DE APOIO AO PEQUENO PRODUTOR RURAL - CEARÁ,PAPP - CE,AGRICULTURA,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,122000000.0,39428000.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1986-10-21,,,1987-07-20,2763-0,1990-06-01 00:00:00,,1995-03-31 00:00:00,1995-12-31 00:00:00,1940
57789,PROGRAMA DE APOIO AO PEQUENO PRODUTOR RURAL - PIAUÍ,PAPP - PI,AGRICULTURA,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,78000000.0,22714000.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1986-10-21,,,1987-07-20,27620/IBRD,1990-06-01 00:00:00,,1995-03-31 00:00:00,1996-06-30 00:00:00,1940
57790,PROGRAMA DE APOIO AO PEQUENO PRODUTOR RURAL - BAHIA,PAPP - BA,AGRICULTURA,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,171000000.0,47571000.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1986-10-21,,,1987-07-20,2761-0,1990-07-01 00:00:00,,1995-03-31 00:00:00,1995-12-31 00:00:00,1940
57792,PROGRAMA DE APOIO AO PEQUENO PRODUTOR RURAL - RN,PAPP - RN,AGRICULTURA,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,61400000.0,22028000.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1985-05-30,,,1985-06-13,2524-0,1988-11-01 00:00:00,,1993-06-30 00:00:00,1995-12-31 00:00:00,1940
57793,PROGRAMA DE APOIO AO PEQUENO PRODUTOR RURAL - SERGIPE,PAPP - SE,AGRICULTURA,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,61300000.0,25842000.0,US$,Finalizada,1940-01-01 00:00:00,1900-01-01 00:00:00,,1985-04-30,,,1985-06-13,2523-0,1988-11-01 00:00:00,2003-11-01 00:00:00,1993-06-30 00:00:00,1995-12-31 00:00:00,1940
57794,PADCT II,PADCT II,P & D E INOVAÇÃO,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,150000000.0,140000000.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,1990-09-06,1990-11-29,,,1991-02-15,3269-0,1996-04-01 00:00:00,,1995-12-31 00:00:00,1996-12-31 00:00:00,1940
57795,DESENVOLVIMENTO CIENTÍFICO E TECNOLÓGICO,FINEP I,P & D E INOVAÇÃO,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,100000000.0,0.0,US$,Repagamento,1993-06-02 00:00:00,1900-01-01 00:00:00,,1991-11-12,1991-09-24,,1991-11-12,0620-CO,,,1994-11-12 00:00:00,1995-05-12 00:00:00,1993
57796,SIST. DIFUSÃO E PROMOÇÃO DE INF. TECNOLÓGICA D INV. - SIPRI,SIPRI,FORTALECIMENTO INSTITUCIONAL,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,2000000.0,0.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1991-03-28,,,1991-11-12,0663-CO,,,1994-05-12 00:00:00,1995-11-12 00:00:00,1940
57797,CONTROLE DE POLUIÇÃO SP,POLUIÇÃO SP,MEIO AMBIENTE,REPÚBLICA FEDERATIVA DO BRASIL,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,50000000.0,0.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1987-06-09,,,1987-07-27,2831-0,1991-03-01 00:00:00,,1994-06-30 00:00:00,1996-06-30 00:00:00,1940
